6,749918e+002;4,591262e-001
6,788489e+002;4,604706e-001
6,827060e+002;4,612009e-001
6,865631e+002;4,613778e-001
6,904202e+002;4,609800e-001
6,942773e+002;4,641272e-001
6,981344e+002;4,637901e-001
7,019915e+002;4,458414e-001
7,058486e+002;4,129394e-001
7,097057e+002;3,870938e-001
7,135628e+002;3,786969e-001
7,174199e+002;3,900411e-001
7,212770e+002;4,125975e-001
7,251341e+002;4,169927e-001
7,289911e+002;3,931160e-001
7,328483e+002;3,766783e-001
7,367054e+002;3,800964e-001
7,405624e+002;3,911614e-001
7,444196e+002;3,971127e-001
7,482767e+002;3,960764e-001
7,521337e+002;3,931538e-001
7,559908e+002;3,914138e-001
7,598480e+002;3,919493e-001
7,637050e+002;3,956247e-001
7,675621e+002;4,007760e-001
7,714193e+002;4,065033e-001
7,752763e+002;4,136978e-001
7,791334e+002;4,214179e-001
7,829905e+002;4,281004e-001
7,868476e+002;4,353079e-001
7,907047e+002;4,453290e-001
7,945618e+002;4,608342e-001
7,984189e+002;4,863219e-001
8,022760e+002;5,047969e-001
8,061331e+002;4,975839e-001
8,099902e+002;4,853931e-001
8,138473e+002;4,889211e-001
8,177044e+002;5,057791e-001
8,215615e+002;5,303053e-001
8,254186e+002;5,610437e-001
8,292757e+002;5,961898e-001
8,331328e+002;6,249810e-001
8,369899e+002;6,348648e-001
8,408470e+002;6,245070e-001
8,447040e+002;5,992205e-001
8,485612e+002;5,648041e-001
8,524183e+002;5,322896e-001
8,562753e+002;5,102705e-001
8,601324e+002;4,998136e-001
8,639896e+002;4,964233e-001
8,678466e+002;4,958843e-001
8,717037e+002;4,959424e-001
8,755609e+002;4,949406e-001
8,794179e+002;4,926297e-001
8,832750e+002;4,880905e-001
8,871321e+002;4,823343e-001
8,909892e+002;4,796675e-001
8,948463e+002;4,807975e-001
8,987034e+002;4,846194e-001
9,025605e+002;4,905641e-001
9,064176e+002;4,980739e-001
9,102747e+002;5,056645e-001
9,141318e+002;5,117804e-001
9,179889e+002;5,165748e-001
9,218459e+002;5,213147e-001
9,257031e+002;5,268076e-001
9,295602e+002;5,333617e-001
9,334172e+002;5,411489e-001
9,372744e+002;5,496017e-001
9,411315e+002;5,579802e-001
9,449885e+002;5,668173e-001
9,488456e+002;5,756211e-001
9,527028e+002;5,844468e-001
9,565598e+002;5,927690e-001
9,604169e+002;6,007651e-001
9,642740e+002;6,091101e-001
9,681311e+002;6,177500e-001
9,719882e+002;6,251820e-001
9,758453e+002;6,309821e-001
9,797024e+002;6,348234e-001
9,835595e+002;6,357731e-001
9,874166e+002;6,331377e-001
9,912737e+002;6,279694e-001
9,951308e+002;6,212945e-001
9,989879e+002;6,151787e-001
1,002845e+003;6,107265e-001
1,006702e+003;6,086172e-001
1,010559e+003;6,093827e-001
1,014416e+003;6,119508e-001
1,018273e+003;6,147848e-001
1,022130e+003;6,175910e-001
1,025988e+003;6,222640e-001
1,029845e+003;6,285163e-001
1,033702e+003;6,333589e-001
1,037559e+003;6,382030e-001
1,041416e+003;6,448317e-001
1,045273e+003;6,528087e-001
1,049130e+003;6,606492e-001
1,052987e+003;6,682530e-001
1,056844e+003;6,755197e-001
1,060701e+003;6,821926e-001
1,064559e+003;6,879588e-001
1,068416e+003;6,926415e-001
1,072273e+003;6,959060e-001
1,076130e+003;6,970410e-001
1,079987e+003;6,952043e-001
1,083844e+003;6,914010e-001
1,087701e+003;6,873894e-001
1,091558e+003;6,838163e-001
1,095415e+003;6,815746e-001
1,099272e+003;6,812086e-001
1,103130e+003;6,816189e-001
1,106987e+003;6,824152e-001
1,110844e+003;6,843414e-001
1,114701e+003;6,876094e-001
1,118558e+003;6,914671e-001
1,122415e+003;6,960744e-001
1,126272e+003;7,003849e-001
1,130129e+003;7,022762e-001
1,133986e+003;6,995434e-001
1,137843e+003;6,894962e-001
1,141700e+003;6,715241e-001
1,145558e+003;6,486213e-001
1,149415e+003;6,250728e-001
1,153272e+003;6,051386e-001
1,157129e+003;5,897474e-001
1,160986e+003;5,799595e-001
1,164843e+003;5,787706e-001
1,168700e+003;5,869707e-001
1,172557e+003;6,008183e-001
1,176414e+003;6,147321e-001
1,180271e+003;6,243289e-001
1,184129e+003;6,280826e-001
1,187986e+003;6,260455e-001
1,191843e+003;6,215167e-001
1,195700e+003;6,214167e-001
1,199557e+003;6,319908e-001
1,203414e+003;6,512042e-001
1,207271e+003;6,643530e-001
1,211128e+003;6,569936e-001
1,214985e+003;6,325371e-001
1,218842e+003;6,046305e-001
1,222699e+003;5,837618e-001
1,226557e+003;5,730404e-001
1,230414e+003;5,703676e-001
1,234271e+003;5,726241e-001
1,238128e+003;5,774655e-001
1,241985e+003;5,828452e-001
1,245842e+003;5,876449e-001
1,249699e+003;5,919812e-001
1,253556e+003;5,963227e-001
1,257413e+003;6,006765e-001
1,261270e+003;6,049292e-001
1,265128e+003;6,090845e-001
1,268985e+003;6,141769e-001
1,272842e+003;6,207676e-001
1,276699e+003;6,281318e-001
1,280556e+003;6,350212e-001
1,284413e+003;6,416001e-001
1,288270e+003;6,478525e-001
1,292127e+003;6,538426e-001
1,295984e+003;6,597676e-001
1,299841e+003;6,656154e-001
1,303698e+003;6,713774e-001
1,307556e+003;6,769439e-001
1,311413e+003;6,824760e-001
1,315270e+003;6,882654e-001
1,319127e+003;6,938299e-001
1,322984e+003;6,989937e-001
1,326841e+003;7,039717e-001
1,330698e+003;7,095749e-001
1,334555e+003;7,157122e-001
1,338412e+003;7,213913e-001
1,342269e+003;7,265312e-001
1,346127e+003;7,314903e-001
1,349984e+003;7,356468e-001
1,353841e+003;7,378567e-001
1,357698e+003;7,380962e-001
1,361555e+003;7,369273e-001
1,365412e+003;7,348861e-001
1,369269e+003;7,313085e-001
1,373126e+003;7,259617e-001
1,376983e+003;7,213644e-001
1,380840e+003;7,188212e-001
1,384698e+003;7,163462e-001
1,388555e+003;7,114553e-001
1,392412e+003;7,057546e-001
1,396269e+003;7,015284e-001
1,400126e+003;6,975585e-001
1,403983e+003;6,916726e-001
1,407840e+003;6,832633e-001
1,411697e+003;6,726954e-001
1,415554e+003;6,613649e-001
1,419411e+003;6,512464e-001
1,423268e+003;6,450856e-001
1,427126e+003;6,439843e-001
1,430983e+003;6,476899e-001
1,434840e+003;6,539789e-001
1,438697e+003;6,590032e-001
1,442554e+003;6,602646e-001
1,446411e+003;6,599667e-001
1,450268e+003;6,622665e-001
1,454125e+003;6,641963e-001
1,457982e+003;6,582305e-001
1,461839e+003;6,507953e-001
1,465697e+003;6,439081e-001
1,469554e+003;6,334667e-001
1,473411e+003;6,199846e-001
1,477268e+003;6,084467e-001
1,481125e+003;6,007432e-001
1,484982e+003;5,963593e-001
1,488839e+003;5,964177e-001
1,492696e+003;6,024148e-001
1,496553e+003;6,079865e-001
1,500410e+003;6,067225e-001
1,504267e+003;6,068791e-001
1,508125e+003;6,156105e-001
1,511982e+003;6,263658e-001
1,515839e+003;6,358337e-001
1,519696e+003;6,437646e-001
1,523553e+003;6,504490e-001
1,527410e+003;6,553777e-001
1,531267e+003;6,591176e-001
1,535124e+003;6,616876e-001
1,538981e+003;6,632314e-001
1,542839e+003;6,630957e-001
1,546696e+003;6,616822e-001
1,550553e+003;6,584774e-001
1,554410e+003;6,536052e-001
1,558267e+003;6,461657e-001
1,562124e+003;6,390089e-001
1,565981e+003;6,352343e-001
1,569838e+003;6,358775e-001
1,573695e+003;6,424610e-001
1,577552e+003;6,567225e-001
1,581409e+003;6,750428e-001
1,585266e+003;6,938882e-001
1,589124e+003;7,110370e-001
1,592981e+003;7,253934e-001
1,596838e+003;7,353023e-001
1,600695e+003;7,416188e-001
1,604552e+003;7,452944e-001
1,608409e+003;7,487261e-001
1,612266e+003;7,553065e-001
1,616123e+003;7,698538e-001
1,619980e+003;7,951699e-001
1,623838e+003;8,330982e-001
1,627695e+003;8,747183e-001
1,631552e+003;8,902252e-001
1,635409e+003;8,619846e-001
1,639266e+003;8,156896e-001
1,643123e+003;7,816202e-001
1,646980e+003;7,588866e-001
1,650837e+003;7,451671e-001
1,654694e+003;7,364694e-001
1,658551e+003;7,319089e-001
1,662408e+003;7,298181e-001
1,666266e+003;7,286911e-001
1,670123e+003;7,282072e-001
1,673980e+003;7,277533e-001
1,677837e+003;7,265602e-001
1,681694e+003;7,221676e-001
1,685551e+003;7,119080e-001
1,689408e+003;6,936244e-001
1,693265e+003;6,680948e-001
1,697122e+003;6,389928e-001
