4000,122;0,06350488;
3999,640;0,06351482;
3999,158;0,06348998;
3998,676;0,06348274;
3998,194;0,06349652;
3997,711;0,06353242;
3997,229;0,06358713;
3996,747;0,06365557;
3996,265;0,06372962;
3995,783;0,06379884;
3995,301;0,06385199;
3994,819;0,06388205;
3994,337;0,06388409;
3993,855;0,06386512;
3993,372;0,06383613;
3992,890;0,06381374;
3992,408;0,06381304;
3991,926;0,06383853;
3991,444;0,06388365;
3990,962;0,06392822;
3990,480;0,06394944;
3989,998;0,06392745;
3989,516;0,06385484;
3989,033;0,06374004;
3988,551;0,06360455;
3988,069;0,0634739;
3987,587;0,063367;
3987,105;0,0632937;
3986,623;0,06325152;
3986,141;0,06323181;
3985,659;0,0632269;
3985,176;0,06323392;
3984,694;0,06325639;
3984,212;0,06330228;
3983,730;0,0633728;
3983,248;0,06346398;
3982,766;0,0635602;
3982,284;0,06364409;
3981,802;0,06370017;
3981,320;0,06372161;
3980,837;0,06371567;
3980,355;0,06369647;
3979,873;0,06368191;
3979,391;0,06368555;
3978,909;0,06371189;
3978,427;0,0637593;
3977,945;0,06382091;
3977,463;0,06388934;
3976,980;0,06396037;
3976,498;0,0640315;
3976,016;0,06409811;
3975,534;0,06415515;
3975,052;0,06419344;
3974,570;0,06420546;
3974,088;0,06418729;
3973,606;0,06414261;
3973,124;0,06408112;
3972,641;0,06401584;
3972,159;0,06395657;
3971,677;0,06390717;
3971,195;0,06386212;
3970,713;0,06381478;
3970,231;0,06375816;
3969,749;0,06368995;
3969,267;0,06361645;
3968,784;0,06354568;
3968,302;0,06348353;
3967,820;0,06343149;
3967,338;0,06338437;
3966,856;0,06333657;
3966,374;0,0632862;
3965,892;0,06324089;
3965,410;0,06321765;
3964,928;0,06323777;
3964,445;0,06331825;
3963,963;0,06346072;
3963,481;0,06364854;
3962,999;0,06385051;
3962,517;0,06402615;
3962,035;0,06414127;
3961,553;0,06417734;
3961,071;0,06413683;
3960,589;0,0640394;
3960,106;0,0639172;
3959,624;0,06379832;
3959,142;0,06370519;
3958,660;0,06364557;
3958,178;0,06361388;
3957,696;0,06359619;
3957,214;0,06357592;
3956,732;0,06353812;
3956,249;0,06347311;
3955,767;0,06338228;
3955,285;0,06327515;
3954,803;0,0631705;
3954,321;0,06308954;
3953,839;0,06305289;
3953,357;0,06307483;
3952,875;0,06316184;
3952,393;0,06331434;
3951,910;0,06352577;
3951,428;0,06378937;
3950,946;0,0640967;
3950,464;0,06443512;
3949,982;0,06478442;
3949,500;0,06511071;
3949,018;0,06536603;
3948,536;0,06549874;
3948,053;0,06546546;
3947,571;0,0652569;
3947,089;0,06490376;
3946,607;0,06447785;
3946,125;0,06407589;
3945,643;0,0637953;
3945,161;0,06370419;
3944,679;0,06382828;
3944,197;0,06413317;
3943,714;0,06453384;
3943,232;0,06491198;
3942,750;0,06515142;
3942,268;0,06517466;
3941,786;0,06497119;
3941,304;0,06458973;
3940,822;0,064121;
3940,340;0,06365616;
3939,857;0,06326565;
3939,375;0,06298271;
3938,893;0,06280603;
3938,411;0,06270818;
3937,929;0,06265354;
3937,447;0,0626119;
3936,965;0,06257433;
3936,483;0,06255314;
3936,001;0,06258416;
3935,518;0,06270608;
3935,036;0,06295379;
3934,554;0,06333932;
3934,072;0,06384514;
3933,590;0,0644173;
3933,108;0,06497571;
3932,626;0,06542856;
3932,144;0,06570281;
3931,662;0,06576151;
3931,179;0,06561172;
3930,697;0,06529593;
3930,215;0,06487002;
3929,733;0,06439023;
3929,251;0,06390584;
3928,769;0,06345911;
3928,287;0,06308998;
3927,805;0,06283633;
3927,322;0,06273264;
3926,840;0,06280296;
3926,358;0,0630447;
3925,876;0,06342155;
3925,394;0,06385552;
3924,912;0,06424129;
3924,430;0,06448267;
3923,948;0,06452917;
3923,466;0,06439649;
3922,983;0,06415249;
3922,501;0,06388848;
3922,019;0,06368528;
3921,537;0,06359424;
3921,055;0,06362876;
3920,573;0,06376779;
3920,091;0,06397235;
3919,609;0,06420141;
3919,126;0,064431;
3918,644;0,0646522;
3918,162;0,06486204;
3917,680;0,06504503;
3917,198;0,06516082;
3916,716;0,06515495;
3916,234;0,06498043;
3915,752;0,06462698;
3915,270;0,06413008;
3914,787;0,06356031;
3914,305;0,06300177;
3913,823;0,06252508;
3913,341;0,06217626;
3912,859;0,06196313;
3912,377;0,06186205;
3911,895;0,06182499;
3911,413;0,06179883;
3910,930;0,06174968;
3910,448;0,0616718;
3909,966;0,06159286;
3909,484;0,06155638;
3909,002;0,06160869;
3908,520;0,0617781;
3908,038;0,06206755;
3907,556;0,06245477;
3907,074;0,06290486;
3906,591;0,06338115;
3906,109;0,06385935;
3905,627;0,06432225;
3905,145;0,06475369;
3904,663;0,06512747;
3904,181;0,06541211;
3903,699;0,06558888;
3903,217;0,06566561;
3902,735;0,06567846;
3902,252;0,06567049;
3901,770;0,06567112;
3901,288;0,06568517;
3900,806;0,06569357;
3900,324;0,06565966;
3899,842;0,06554343;
3899,360;0,06531374;
3898,878;0,0649656;
3898,395;0,06452235;
3897,913;0,06402954;
3897,431;0,06354303;
3896,949;0,0631136;
3896,467;0,06278205;
3895,985;0,06257455;
3895,503;0,06250092;
3895,021;0,06254955;
3894,539;0,06268697;
3894,056;0,06286279;
3893,574;0,06302185;
3893,092;0,063115;
3892,610;0,06310907;
3892,128;0,0629884;
3891,646;0,06275496;
3891,164;0,06243196;
3890,682;0,06207246;
3890,199;0,06174841;
3889,717;0,06151966;
3889,235;0,06140085;
3888,753;0,06135877;
3888,271;0,06135304;
3887,789;0,06137388;
3887,307;0,06145963;
3886,825;0,06166546;
3886,343;0,06199843;
3885,860;0,06237987;
3885,378;0,06268782;
3884,896;0,06286148;
3884,414;0,06294693;
3883,932;0,0630393;
3883,450;0,06321034;
3882,968;0,06348597;
3882,486;0,06386349;
3882,003;0,06431919;
3881,521;0,06479294;
3881,039;0,06517355;
3880,557;0,06531982;
3880,075;0,06512876;
3879,593;0,0646022;
3879,111;0,06385244;
3878,629;0,06304342;
3878,147;0,06232111;
3877,664;0,06176935;
3877,182;0,06141775;
3876,700;0,06127263;
3876,218;0,06134119;
3875,736;0,06162993;
3875,254;0,06211821;
3874,772;0,06271885;
3874,290;0,06328689;
3873,808;0,06367075;
3873,325;0,06379173;
3872,843;0,06366143;
3872,361;0,06335864;
3871,879;0,06299364;
3871,397;0,06269205;
3870,915;0,06255763;
3870,433;0,06260774;
3869,951;0,06272919;
3869,468;0,06275304;
3868,986;0,0626059;
3868,504;0,06235558;
3868,022;0,06211439;
3867,540;0,06194217;
3867,058;0,06185215;
3866,576;0,06185734;
3866,094;0,0619828;
3865,612;0,06223771;
3865,129;0,06258164;
3864,647;0,06292996;
3864,165;0,06320061;
3863,683;0,06335279;
3863,201;0,06338197;
3862,719;0,06329365;
3862,237;0,06309094;
3861,755;0,06277964;
3861,272;0,06238733;
3860,790;0,06197145;
3860,308;0,06161521;
3859,826;0,06140069;
3859,344;0,06137935;
3858,862;0,06154624;
3858,380;0,06182398;
3857,898;0,06206457;
3857,416;0,06207165;
3856,933;0,06164965;
3856,451;0,0606669;
3855,969;0,05912687;
3855,487;0,05722242;
3855,005;0,05535583;
3854,523;0,05404556;
3854,041;0,05367602;
3853,559;0,05422156;
3853,076;0,05527892;
3852,594;0,05644219;
3852,112;0,05755103;
3851,630;0,05858592;
3851,148;0,05951633;
3850,666;0,06028077;
3850,184;0,06084175;
3849,702;0,06119861;
3849,220;0,06138067;
3848,737;0,06142233;
3848,255;0,06135842;
3847,773;0,06122284;
3847,291;0,06106126;
3846,809;0,0609341;
3846,327;0,06090848;
3845,845;0,06103499;
3845,363;0,06132379;
3844,881;0,06172506;
