1480.098000,-0.000936
1480.580000,-0.000855
1481.062000,-0.000716
1481.545000,-0.000520
1482.027000,-0.000252
1482.509000,0.000109
1482.991000,0.000586
1483.473000,0.001201
1483.955000,0.001978
1484.437000,0.002943
1484.919000,0.004115
1485.401000,0.005509
1485.884000,0.007138
1486.366000,0.009013
1486.848000,0.011125
1487.330000,0.013442
1487.812000,0.015910
1488.294000,0.018461
1488.776000,0.021028
1489.258000,0.023558
1489.740000,0.026018
1490.223000,0.028392
1490.705000,0.030676
1491.187000,0.032874
1491.669000,0.034985
1492.151000,0.037003
1492.633000,0.038899
1493.115000,0.040610
1493.597000,0.042039
1494.080000,0.043113
1494.562000,0.043848
1495.044000,0.044365
1495.526000,0.044811
1496.008000,0.045287
1496.490000,0.045836
1496.972000,0.046477
1497.454000,0.047223
1497.937000,0.048084
1498.419000,0.049070
1498.901000,0.050187
1499.383000,0.051439
1499.865000,0.052831
1500.347000,0.054365
1500.829000,0.056041
1501.311000,0.057843
1501.793000,0.059734
1502.276000,0.061654
1502.758000,0.063537
1503.240000,0.065341
1503.722000,0.067073
1504.204000,0.068794
1504.686000,0.070597
1505.168000,0.072572
1505.650000,0.074764
1506.132000,0.077177
1506.615000,0.079783
1507.097000,0.082554
1507.579000,0.085477
1508.061000,0.088555
1508.543000,0.091806
1509.025000,0.095254
1509.507000,0.098912
1509.989000,0.102752
1510.472000,0.106704
1510.954000,0.110671
1511.436000,0.114569
1511.918000,0.118353
1512.400000,0.122013
1512.882000,0.125562
1513.364000,0.129020
1513.846000,0.132402
1514.328000,0.135716
1514.811000,0.138960
1515.293000,0.142132
1515.775000,0.145230
1516.257000,0.148251
1516.739000,0.151190
1517.221000,0.154057
1517.703000,0.156903
1518.185000,0.159837
1518.667000,0.162986
1519.150000,0.166424
1519.632000,0.170127
1520.114000,0.174024
1520.596000,0.178067
1521.078000,0.182255
1521.560000,0.186591
1522.042000,0.191042
1522.524000,0.195533
1523.007000,0.199977
1523.489000,0.204313
1523.971000,0.208530
1524.453000,0.212658
1524.935000,0.216761
1525.417000,0.220910
1525.899000,0.225167
1526.381000,0.229566
1526.864000,0.234118
1527.346000,0.238831
1527.828000,0.243726
1528.310000,0.248819
1528.792000,0.254080
1529.274000,0.259411
1529.756000,0.264678
1530.238000,0.269779
1530.720000,0.274678
1531.203000,0.279417
1531.685000,0.284088
1532.167000,0.288801
1532.649000,0.293639
1533.131000,0.298627
1533.613000,0.303714
1534.095000,0.308781
1534.577000,0.313705
1535.059000,0.318410
1535.542000,0.322885
1536.024000,0.327158
1536.506000,0.331270
1536.988000,0.335256
1537.470000,0.339140
1537.952000,0.342936
1538.434000,0.346641
1538.916000,0.350241
1539.399000,0.353710
1539.881000,0.357015
1540.363000,0.360111
1540.845000,0.362950
1541.327000,0.365475
1541.809000,0.367644
1542.291000,0.369434
1542.773000,0.370850
1543.255000,0.371913
1543.738000,0.372645
1544.220000,0.373055
1544.702000,0.373118
1545.184000,0.372759
1545.666000,0.371863
1546.148000,0.370337
1546.630000,0.368235
1547.112000,0.365774
1547.594000,0.363144
1548.077000,0.360331
1548.559000,0.357192
1549.041000,0.353598
1549.523000,0.349495
1550.005000,0.344882
1550.487000,0.339792
1550.969000,0.334281
1551.451000,0.328420
1551.934000,0.322267
1552.416000,0.315837
1552.898000,0.309104
1553.380000,0.302044
1553.862000,0.294681
1554.344000,0.287101
1554.826000,0.279433
1555.308000,0.271804
1555.791000,0.264303
1556.273000,0.256958
1556.755000,0.249743
1557.237000,0.242596
1557.719000,0.235464
1558.201000,0.228320
1558.683000,0.221174
1559.165000,0.214066
1559.647000,0.207058
1560.130000,0.200221
1560.612000,0.193621
1561.094000,0.187309
1561.576000,0.181326
1562.058000,0.175700
1562.540000,0.170453
1563.022000,0.165601
1563.504000,0.161150
1563.986000,0.157096
1564.469000,0.153424
1564.951000,0.150114
1565.433000,0.147152
1565.915000,0.144543
1566.397000,0.142305
1566.879000,0.140463
1567.361000,0.139027
1567.843000,0.137985
1568.326000,0.137308
1568.808000,0.136963
1569.290000,0.136934
1569.772000,0.137247
1570.254000,0.137988
1570.736000,0.139242
1571.218000,0.140984
1571.700000,0.143016
1572.182000,0.145127
1572.665000,0.147278
1573.147000,0.149574
1573.629000,0.152142
1574.111000,0.155051
1574.593000,0.158324
1575.075000,0.161940
1575.557000,0.165856
1576.039000,0.170011
1576.521000,0.174342
1577.004000,0.178803
1577.486000,0.183372
1577.968000,0.188059
1578.450000,0.192884
1578.932000,0.197864
1579.414000,0.202990
1579.896000,0.208227
1580.378000,0.213523
1580.861000,0.218831
1581.343000,0.224118
1581.825000,0.229365
1582.307000,0.234567
